id,year,month,state,tot_no_pw_reg_anc,no_early_anc_register,early_anc_register,no_anc_4_or_more,anc_4_or_more,no_pw_given_tt1,pw_tt1_given,no_pw_given_tt2,pw_tt2_given,no_pw_given_tt_booster,pw_tt_booster_given,no_pw_given_calcium,pw_calcium,no_pw_given_ifa,pw_ifa,no_pw_given_albendazole,pw_albendazole,tot_c_section_deliveries,c_section_deliveries,tot_chld_born,tot_still_birth,per_still_birth
4001,2019-2020,April,Uttar Pradesh,401164,216663,54.01,273228,68.11,278532,101.94,210255,76.95,71122,26.03,189202,69.25,379391,138.86,70767,25.90,11982,7.09,199098,2404,12.07
4002,2019-2020,April,West Bengal,153515,134499,87.61,97232,63.34,130199,133.91,107927,111.00,12560,12.92,72032,74.08,106279,109.30,92981,95.63,34984,38.30,91853,1367,14.88
4003,2019-2020,May,Andhra Pradesh,68981,56264,81.56,69186,100.30,61802,89.33,64206,92.80,6118,8.84,52252,75.52,67920,98.17,26386,38.14,23484,35.52,66076,803,12.15
4005,2019-2020,May,Arunachal Pradesh,3007,1147,38.14,932,30.99,1853,198.82,1407,150.97,288,30.90,1268,136.05,1633,175.21,437,46.89,228,17.77,1443,16,11.09
4006,2019-2020,May,Assam,65792,57341,87.15,39129,59.47,63265,161.68,47407,121.16,4836,12.36,53542,136.83,61751,157.81,30857,78.86,8755,24.68,38738,857,22.12
4007,2019-2020,May,Bihar,287762,194954,67.75,187020,64.99,152582,81.59,137837,73.70,100363,53.66,151291,80.90,214037,114.45,72982,39.02,3468,2.84,144800,1649,11.39
4008,2019-2020,May,Chandigarh,4015,2673,66.58,2608,64.96,1795,68.83,1593,61.08,381,14.61,2763,105.94,2066,79.22,1883,72.20,706,37.41,1882,51,27.10
4009,2019-2020,May,Chhattisgarh,53258,47226,88.67,47639,89.45,41663,87.46,37977,79.72,11213,23.54,39894,83.74,52372,109.94,37829,79.41,6034,15.69,38481,838,21.78
4012,2019-2020,May,Delhi,70170,30895,44.03,34522,49.20,23515,68.12,18549,53.73,3311,9.59,41783,121.03,41202,119.35,14749,42.72,6494,34.25,19025,402,21.13
4013,2019-2020,May,Goa,2277,1287,56.52,1898,83.36,1080,56.90,815,42.94,153,8.06,1822,96.00,1835,96.68,917,48.31,632,42.39,1498,13,8.68
4014,2019-2020,May,Gujarat,110848,94553,85.30,95514,86.17,92969,97.34,82384,86.25,25123,26.30,102886,107.72,102838,107.67,92017,96.34,17106,18.57,91853,1020,11.10
4015,2019-2020,May,Haryana,55173,40873,74.08,35691,64.69,38191,107.00,34243,95.94,14059,39.39,36347,101.84,40323,112.98,35285,98.86,6404,19.07,34715,488,14.06
4016,2019-2020,May,Himachal Pradesh,10064,8727,86.72,6759,67.16,6445,95.35,6127,90.65,2358,34.89,7941,117.49,8286,122.59,7238,107.09,1545,25.31,6676,68,10.19
4018,2019-2020,May,Jharkhand,78258,50550,64.59,61225,78.23,61522,100.49,50444,82.39,12707,20.75,43318,70.75,60805,99.31,21145,34.54,5061,8.96,58918,774,13.14
4019,2019-2020,May,Karnataka,93630,72976,77.94,91751,97.99,75582,82.38,69450,75.69,26953,29.38,93591,102.01,100792,109.85,67797,73.89,23491,30.44,76711,830,10.82
4020,2019-2020,May,Kerala,45735,37029,80.96,48907,106.94,36610,74.86,33060,67.60,1343,2.75,29992,61.32,46617,95.32,2770,5.66,17676,40.25,44105,161,3.65
4021,2019-2020,May,Lakshadweep,102,86,84.31,87,85.29,94,108.05,75,86.21,9,10.34,96,110.34,92,105.75,20,22.99,34,45.95,46,1,21.74
4022,2019-2020,May,Madhya Pradesh,160196,108206,67.55,121730,75.99,120017,98.59,107815,88.57,36170,29.71,123315,101.30,146853,120.64,105196,86.42,11764,11.39,106346,1903,17.89
4023,2019-2020,May,Maharashtra,164401,139670,84.96,154221,93.81,105803,68.60,94312,61.15,47837,31.02,150851,97.81,156573,101.53,103790,67.30,33870,22.71,149296,1231,8.25
4024,2019-2020,May,Manipur,5507,3243,58.89,2086,37.88,3224,154.55,2381,114.14,514,24.64,928,44.49,1905,91.32,237,11.36,925,37.80,2970,11,3.70
4025,2019-2020,May,Meghalaya,13099,4434,33.85,5120,39.09,3105,60.64,2140,41.80,1412,27.58,4562,89.10,5422,105.90,2338,45.66,687,16.57,6875,150,21.82
4026,2019-2020,May,Mizoram,2019,1471,72.86,1005,49.78,1748,173.93,1208,120.20,640,63.68,657,65.37,657,65.37,424,42.19,259,18.82,1554,10,6.44
4027,2019-2020,May,Nagaland,3525,1034,29.33,713,20.23,1501,210.52,1027,144.04,289,40.53,365,51.19,712,99.86,195,27.35,225,19.21,1445,25,17.30
4028,2019-2020,May,Odisha,61862,53168,85.95,48080,77.72,44815,93.21,40284,83.79,4590,9.55,36513,75.94,50844,105.75,35065,72.93,12583,23.34,54680,1220,22.31
4029,2019-2020,May,Puducherry,10283,2423,23.56,4679,45.50,1518,32.44,1545,33.02,316,6.75,948,20.26,5327,113.85,1196,25.56,1238,30.27,4065,40,9.84
4030,2019-2020,May,Punjab,42099,33845,80.39,27109,64.39,37635,138.83,36548,134.82,3053,11.26,20818,76.79,26064,96.15,13338,49.20,9314,39.39,23933,382,15.96
4031,2019-2020,May,Rajasthan,150251,103027,68.57,90197,60.03,90891,100.77,83319,92.37,48359,53.61,93850,104.05,99407,110.21,68568,76.02,12611,12.29,103135,2025,19.63
4032,2019-2020,May,Sikkim,872,687,78.78,451,51.72,567,125.72,528,117.07,66,14.63,497,110.20,482,106.87,398,88.25,211,41.21,514,9,17.51
4033,2019-2020,May,Tamil Nadu,89438,82328,92.05,79356,88.73,76989,97.02,75899,95.64,14833,18.69,45088,56.82,82723,104.24,43732,55.11,37850,44.27,85400,467,5.47
4034,2019-2020,May,Telangana,64301,46529,72.36,52803,82.12,53949,102.17,52074,98.62,12055,22.83,59924,113.49,65642,124.31,23656,44.80,26702,44.20,61391,329,5.36
4035,2019-2020,May,Tripura,6088,4137,67.95,3440,56.50,4773,138.75,4205,122.24,373,10.84,1439,41.83,3384,98.37,143,4.16,937,27.07,3660,77,21.04
4036,2019-2020,May,Uttarakhand,19846,13300,67.02,11659,58.75,15281,131.07,13981,119.92,2822,24.20,13324,114.28,14416,123.65,1899,16.29,1515,15.37,10912,136,12.46
4037,2019-2020,May,Uttar Pradesh,553591,292283,52.80,367885,66.45,351810,95.63,277630,75.47,101462,27.58,295869,80.42,534753,145.36,101377,27.56,15309,6.70,264134,3183,12.05
4038,2019-2020,May,West Bengal,146949,129577,88.18,103649,70.53,126570,122.11,116850,112.74,12346,11.91,78319,75.56,112656,108.69,98553,95.08,36970,37.57,99758,1468,14.72
4039,2019-2020,June,Andhra Pradesh,72743,58567,80.51,70483,96.89,59642,84.62,59193,83.98,5237,7.43,53508,75.92,70487,100.01,27387,38.86,23720,36.43,65162,647,9.93
4041,2019-2020,June,Arunachal Pradesh,2707,1054,38.94,1024,37.83,1933,188.77,1425,139.16,335,32.71,2224,217.19,1370,133.79,471,46.00,259,19.03,1519,17,11.19
4042,2019-2020,June,Assam,67303,58671,87.17,42186,62.68,61455,145.68,54961,130.28,5208,12.35,56240,133.31,63094,149.56,32452,76.93,8621,25.84,36447,818,22.44
4043,2019-2020,June,Bihar,308025,207210,67.27,197684,64.18,157770,79.81,138345,69.98,103646,52.43,163133,82.52,228157,115.42,78914,39.92,3151,2.79,134883,1525,11.31
4044,2019-2020,June,Chandigarh,2763,2411,87.26,2711,98.12,1890,69.72,1882,69.42,400,14.75,2930,108.08,2215,81.70,1755,64.74,709,35.72,1977,44,22.26
4045,2019-2020,June,Chhattisgarh,55449,49505,89.28,48716,87.86,38809,79.66,34256,70.32,10305,21.15,39332,80.74,52951,108.69,39275,80.62,5510,14.80,37343,777,20.81
4048,2019-2020,June,Delhi,61404,27977,45.56,33712,54.90,19826,58.81,16675,49.46,3043,9.03,35780,106.13,39199,116.28,12444,36.91,6271,31.91,20271,416,20.52
4049,2019-2020,June,Goa,2463,1545,62.73,1855,75.31,1110,59.84,949,51.16,198,10.67,1809,97.52,1811,97.63,722,38.92,670,43.91,1531,10,6.53
4050,2019-2020,June,Gujarat,119026,99033,83.20,99124,83.28,99957,100.84,80591,81.30,27407,27.65,109053,110.02,109346,110.31,97064,97.92,16694,17.66,94764,1023,10.80
4051,2019-2020,June,Haryana,49967,37771,75.59,35511,71.07,38709,109.01,33666,94.80,13959,39.31,33956,95.62,36336,102.32,33599,94.62,6557,19.23,35605,556,15.62
4052,2019-2020,June,Himachal Pradesh,9754,8542,87.57,6718,68.87,6296,93.72,6035,89.83,2286,34.03,7556,112.47,7775,115.73,6725,100.10,1493,24.39,6682,77,11.52
4054,2019-2020,June,Jharkhand,81805,52609,64.31,61041,74.62,64944,106.39,56009,91.76,13982,22.91,43776,71.72,61810,101.26,22780,37.32,4573,8.41,56501,711,12.58
4055,2019-2020,June,Karnataka,100541,76581,76.17,90605,90.12,77785,85.85,69122,76.29,27578,30.44,103405,114.13,111567,123.14,70250,77.53,23775,31.13,75768,628,8.29
4056,2019-2020,June,Kerala,45502,35894,78.88,44928,98.74,36956,82.26,34449,76.68,1468,3.27,37144,82.67,49740,110.71,2628,5.85,15951,39.92,39716,163,4.10
4057,2019-2020,June,Lakshadweep,96,65,67.71,71,73.96,79,111.27,100,140.85,10,14.08,78,109.86,78,109.86,15,21.13,28,41.18,71,0,0.00
4058,2019-2020,June,Madhya Pradesh,170071,115055,67.65,131086,77.08,126964,96.86,111349,84.94,38953,29.72,132572,101.13,155723,118.79,109662,83.66,11644,10.35,115947,1947,16.79
4059,2019-2020,June,Maharashtra,183768,155206,84.46,169811,92.41,118461,69.76,98088,57.76,56449,33.24,165987,97.75,173591,102.23,115969,68.29,33197,22.68,147099,1297,8.82
4060,2019-2020,June,Manipur,4723,2867,60.70,2201,46.60,2763,125.53,2151,97.73,468,21.26,772,35.07,2032,92.32,127,5.77,891,38.01,2837,11,3.88
4061,2019-2020,June,Meghalaya,11768,4355,37.01,5160,43.85,4743,91.92,2617,50.72,1908,36.98,4165,80.72,4851,94.01,2424,46.98,627,16.21,6490,136,20.96
4062,2019-2020,June,Mizoram,2185,1642,75.15,1315,60.18,1426,108.44,1544,117.41,616,46.84,676,51.41,672,51.10,198,15.06,254,18.73,1537,8,5.20
4063,2019-2020,June,Nagaland,3443,907,26.34,691,20.07,1644,237.92,976,141.24,277,40.09,309,44.72,569,82.34,127,18.38,204,17.32,1414,27,19.09
4064,2019-2020,June,Odisha,68918,58719,85.20,48502,70.38,65975,136.03,48911,100.84,6142,12.66,37812,77.96,52787,108.83,37628,77.58,11402,23.32,49734,1114,22.40
4065,2019-2020,June,Puducherry,7794,2134,27.38,4074,52.27,1395,34.24,1399,34.34,277,6.80,900,22.09,5586,137.11,1233,30.27,1213,31.22,3882,38,9.79
4066,2019-2020,June,Punjab,38092,30641,80.44,28734,75.43,34305,119.39,34664,120.64,2709,9.43,22090,76.88,27323,95.09,12946,45.05,10039,39.50,25650,383,14.93
4067,2019-2020,June,Rajasthan,154504,108092,69.96,92140,59.64,93638,101.63,81402,88.35,52179,56.63,93781,101.78,102385,111.12,69791,75.74,12876,11.71,110874,2114,19.07
4068,2019-2020,June,Sikkim,889,667,75.03,527,59.28,658,124.86,617,117.08,65,12.33,511,96.96,517,98.10,371,70.40,211,38.57,542,8,14.76
4069,2019-2020,June,Tamil Nadu,85816,79060,92.13,76178,88.77,74010,97.15,73945,97.07,14481,19.01,44488,58.40,85019,111.61,41628,54.65,35592,43.78,81135,483,5.95
4070,2019-2020,June,Telangana,62718,46168,73.61,50623,80.72,53188,105.07,49656,98.09,5263,10.40,60903,120.31,66362,131.09,26052,51.46,22751,41.61,55734,304,5.45
4071,2019-2020,June,Tripura,6103,4392,71.96,3508,57.48,4970,141.68,4362,124.34,398,11.35,1321,37.66,3292,93.84,163,4.65,937,27.24,3642,64,17.57
4072,2019-2020,June,Uttarakhand,17880,11881,66.45,11400,63.76,13139,115.25,12468,109.37,2607,22.87,12399,108.76,12758,111.91,1792,15.72,1454,14.91,11047,132,11.95
4073,2019-2020,June,Uttar Pradesh,624668,339734,54.39,408849,65.45,444650,108.76,361624,88.45,123442,30.19,350971,85.84,594406,145.39,125037,30.58,16620,6.45,296959,3473,11.70
4074,2019-2020,June,West Bengal,150123,131963,87.90,104020,69.29,132307,127.19,121679,116.98,12995,12.49,85437,82.14,121699,117.00,104262,100.23,34107,38.20,90066,1440,15.99
4075,2019-2020,July,Andhra Pradesh,66928,53545,80.00,67437,100.76,62782,93.10,65460,97.07,5826,8.64,52407,77.71,68851,102.10,26512,39.31,21157,34.70,61287,590,9.63
4077,2019-2020,July,Arunachal Pradesh,2709,874,32.26,1157,42.71,1723,148.92,1371,118.50,325,28.09,3115,269.23,2441,210.98,465,40.19,348,21.12,1822,22,12.07
4078,2019-2020,July,Assam,64126,56267,87.74,48472,75.59,61002,125.85,59796,123.36,5528,11.40,56249,116.04,62235,128.39,33944,70.03,10538,24.70,46118,988,21.42
4079,2019-2020,July,Bihar,306189,206146,67.33,207004,67.61,162685,78.59,139581,67.43,108454,52.39,161873,78.20,228906,110.58,80729,39.00,3934,2.61,172054,2051,11.92
4080,2019-2020,July,Chandigarh,3469,2501,72.10,3603,103.86,2651,73.58,1932,53.62,485,13.46,3536,98.14,3519,97.67,1879,52.15,845,33.45,2519,64,25.41
4081,2019-2020,July,Chhattisgarh,59140,52948,89.53,52402,88.61,51437,98.16,44191,84.33,12187,23.26,41083,78.40,57104,108.97,42607,81.31,5648,14.65,38806,726,18.71
4084,2019-2020,July,Delhi,76890,31337,40.76,38738,50.38,23852,61.57,18412,47.53,3467,8.95,42403,109.46,44512,114.91,15198,39.23,7803,31.59,25686,455,17.71
4085,2019-2020,July,Goa,2422,1363,56.28,1716,70.85,1185,69.06,1076,62.70,185,10.78,1734,101.05,1772,103.26,734,42.77,595,43.12,1383,11,7.95
4086,2019-2020,July,Gujarat,114672,95256,83.07,100046,87.25,94165,94.12,83475,83.44,28593,28.58,108807,108.76,111785,111.73,96565,96.52,17761,18.00,99029,1036,10.46
4087,2019-2020,July,Haryana,51080,37614,73.64,39541,77.41,38516,97.41,35734,90.37,13725,34.71,41222,104.25,39046,98.75,35093,88.75,7639,18.30,43390,565,13.02
4088,2019-2020,July,Himachal Pradesh,9768,8570,87.74,7510,76.88,6183,82.33,5827,77.59,2275,30.29,7312,97.36,7710,102.66,6735,89.68,1746,23.30,8062,80,9.92
4090,2019-2020,July,Jharkhand,84264,54633,64.84,65162,77.33,66174,101.55,55540,85.23,14936,22.92,47610,73.06,67131,103.02,23842,36.59,5271,8.88,61683,798,12.94
4091,2019-2020,July,Karnataka,97456,77631,79.66,94574,97.04,80833,85.47,74150,78.40,28109,29.72,96126,101.64,101988,107.84,72339,76.49,23117,31.82,72535,645,8.89
4092,2019-2020,July,Kerala,45159,35310,78.19,42174,93.39,35535,84.26,33017,78.29,1516,3.59,41617,98.68,50984,120.89,2533,6.01,15435,40.96,38125,134,3.51
4093,2019-2020,July,Lakshadweep,101,76,75.25,112,110.89,63,56.25,67,59.82,13,11.61,101,90.18,103,91.96,30,26.79,32,45.71,72,1,13.89
4094,2019-2020,July,Madhya Pradesh,174218,120182,68.98,136957,78.61,128775,94.03,118476,86.51,39644,28.95,136070,99.35,159211,116.25,114820,83.84,13077,10.60,126638,2246,17.74
4095,2019-2020,July,Maharashtra,185271,155226,83.78,169040,91.24,133207,78.80,120052,71.02,59878,35.42,165561,97.94,175369,103.74,117287,69.38,33490,22.94,146641,1204,8.21
4096,2019-2020,July,Manipur,5199,2874,55.28,2821,54.26,3074,108.97,2346,83.16,516,18.29,682,24.18,2789,98.87,155,5.49,805,32.26,2950,8,2.71
4097,2019-2020,July,Meghalaya,12796,4614,36.06,5876,45.92,6091,103.66,4257,72.45,2908,49.49,4571,77.79,5358,91.18,2474,42.10,619,14.47,6981,162,23.21
4098,2019-2020,July,Mizoram,2291,1713,74.77,1087,47.45,1257,115.64,1210,111.32,488,44.89,675,62.10,897,82.52,232,21.34,253,16.31,1732,16,9.24
4099,2019-2020,July,Nagaland,3851,1099,28.54,894,23.21,1971,220.47,1310,146.53,344,38.48,422,47.20,773,86.47,252,28.19,246,18.41,1613,18,11.16
4100,2019-2020,July,Odisha,61080,52160,85.40,48462,79.34,58491,120.69,64642,133.39,5791,11.95,35988,74.26,52644,108.63,38459,79.36,11858,23.96,50428,1070,21.22
4101,2019-2020,July,Puducherry,10111,2309,22.84,4640,45.89,1338,28.84,1394,30.04,302,6.51,770,16.59,5692,122.67,1127,24.29,1200,31.01,3849,43,11.17
4102,2019-2020,July,Punjab,40163,31834,79.26,32192,80.15,35538,110.39,33801,105.00,2886,8.96,23220,72.13,26848,83.40,12911,40.11,12951,39.31,33404,397,11.88
4103,2019-2020,July,Rajasthan,154171,101828,66.05,91656,59.45,89206,97.33,77683,84.75,48598,53.02,91723,100.07,99822,108.91,67668,73.83,14891,11.98,124980,2286,18.29
4104,2019-2020,July,Sikkim,807,633,78.44,503,62.33,545,108.35,587,116.70,50,9.94,485,96.42,485,96.42,334,66.40,280,42.55,653,8,12.25
4105,2019-2020,July,Tamil Nadu,83879,76919,91.70,74168,88.42,72525,97.78,72066,97.17,13905,18.75,38402,51.78,81501,109.89,38062,51.32,35132,44.37,79171,459,5.80
4106,2019-2020,July,Telangana,66550,47435,71.28,55697,83.69,59543,106.91,55941,100.44,5734,10.29,65386,117.40,70382,126.37,26456,47.50,26836,51.52,53018,336,6.34
4107,2019-2020,July,Tripura,5909,4120,69.72,3982,67.39,4814,120.89,4663,117.10,438,11.00,1505,37.80,3340,83.88,270,6.78,1091,28.54,4050,57,14.07
4108,2019-2020,July,Uttarakhand,23053,16000,69.41,13826,59.97,17848,129.09,14180,102.56,3706,26.80,15151,109.58,15507,112.16,2895,20.94,1549,13.87,12532,169,13.49
4109,2019-2020,July,Uttar Pradesh,621259,359107,57.80,447182,71.98,452482,101.19,378731,84.69,132432,29.61,414659,92.73,610687,136.56,142805,31.93,24434,7.84,352300,3839,10.90
4110,2019-2020,July,West Bengal,134991,116155,86.05,114268,84.65,117348,102.70,121973,106.74,12392,10.84,92311,80.78,124407,108.87,103866,90.90,40094,38.75,104500,1546,14.79
4111,2019-2020,August,Andhra Pradesh,61220,49510,80.87,68250,111.48,56364,82.58,64247,94.13,5869,8.60,51590,75.59,67411,98.77,26352,38.61,22180,34.31,64904,601,9.26
4113,2019-2020,August,Arunachal Pradesh,2926,919,31.41,1042,35.61,1574,151.06,1301,124.86,293,28.12,1128,108.25,1402,134.55,419,40.21,377,20.65,2017,20,9.92
4114,2019-2020,August,Assam,64161,54551,85.02,53695,83.69,62689,116.75,61234,114.04,5693,10.60,60132,111.99,62371,116.16,36402,67.79,11559,23.13,54083,1118,20.67
4115,2019-2020,August,Bihar,315874,208590,66.04,220573,69.83,170452,77.28,160216,72.64,113242,51.34,160922,72.96,242159,109.79,85532,38.78,5355,2.80,217073,2509,11.56
4116,2019-2020,August,Chandigarh,2338,1678,71.77,3355,143.50,1762,52.52,1862,55.50,347,10.34,3043,90.70,3080,91.80,1825,54.40,790,30.20,2599,54,20.78
4117,2019-2020,August,Chhattisgarh,52731,47473,90.03,50189,95.18,43160,85.99,48069,95.78,9984,19.89,38332,76.38,52562,104.73,41395,82.48,7651,18.41,41749,859,20.58
4120,2019-2020,August,Delhi,64822,28262,43.60,36184,55.82,19652,54.31,17069,47.17,3093,8.55,36508,100.90,38501,106.40,13551,37.45,8022,30.47,27395,466,17.01
4121,2019-2020,August,Goa,2113,1240,58.68,1863,88.17,1017,54.59,891,47.83,173,9.29,1703,91.41,1742,93.51,626,33.60,682,45.47,1494,22,14.73
4122,2019-2020,August,Gujarat,97652,82058,84.03,91931,94.14,81207,88.33,78171,85.03,25997,28.28,97422,105.97,96522,104.99,87299,94.96,19874,18.15,110602,1147,10.37
4123,2019-2020,August,Haryana,45871,33874,73.85,40543,88.38,35745,88.17,34660,85.49,13096,32.30,39313,96.97,35462,87.47,35899,88.55,8504,18.35,48159,635,13.19
4124,2019-2020,August,Himachal Pradesh,9116,7977,87.51,7634,83.74,5691,74.55,5589,73.21,2164,28.35,7800,102.17,8050,105.45,6885,90.19,1745,23.45,8001,106,13.25
4126,2019-2020,August,Jharkhand,82712,54457,65.84,67724,81.88,66050,97.53,58783,86.80,15789,23.31,46967,69.35,63048,93.10,25627,37.84,5173,8.12,66056,831,12.58
4127,2019-2020,August,Karnataka,88639,71224,80.35,93695,105.70,74686,79.71,69753,74.45,25797,27.53,92347,98.56,99303,105.99,70057,74.77,24508,31.53,77503,719,9.28
4128,2019-2020,August,Kerala,41629,34307,82.41,43876,105.40,35646,81.24,32258,73.52,1458,3.32,37506,85.48,48912,111.48,2861,6.52,15725,41.24,38506,144,3.74
4129,2019-2020,August,Lakshadweep,107,77,71.96,105,98.13,77,73.33,63,60.00,11,10.48,88,83.81,96,91.43,35,33.33,25,40.32,62,1,16.13
4130,2019-2020,August,Madhya Pradesh,150867,104013,68.94,129021,85.52,110794,85.87,107378,83.23,32810,25.43,119936,92.96,139316,107.98,103991,80.60,13462,10.04,138472,2282,16.48
4131,2019-2020,August,Maharashtra,168699,143797,85.24,163569,96.96,126134,77.11,119807,73.25,53702,32.83,159167,97.31,165950,101.46,111176,67.97,36377,23.28,156957,1343,8.56
4132,2019-2020,August,Manipur,4887,2782,56.93,2743,56.13,2991,109.04,2391,87.17,544,19.83,1073,39.12,3114,113.53,230,8.38,855,30.63,3297,10,3.03
4133,2019-2020,August,Meghalaya,13545,4785,35.33,6604,48.76,6347,96.11,5245,79.42,2888,43.73,5031,76.18,5840,88.43,2783,42.14,736,15.46,7740,194,25.06
4134,2019-2020,August,Mizoram,2218,1691,76.24,1091,49.19,1505,137.95,1240,113.66,658,60.31,821,75.25,1025,93.95,280,25.66,328,20.32,1752,17,9.70
4135,2019-2020,August,Nagaland,3886,970,24.96,917,23.60,1761,192.04,1195,130.32,444,48.42,371,40.46,683,74.48,235,25.63,299,19.09,1844,41,22.23
4136,2019-2020,August,Odisha,58741,50184,85.43,50022,85.16,53602,107.16,56679,113.31,5720,11.43,37156,74.28,52621,105.20,40208,80.38,12673,24.16,53281,1087,20.40
4137,2019-2020,August,Puducherry,9282,2030,21.87,4440,47.83,1166,26.26,1180,26.58,256,5.77,727,16.37,4954,111.58,1072,24.14,1297,33.12,3891,46,11.82
4138,2019-2020,August,Punjab,34093,26977,79.13,32479,95.27,30614,94.26,32398,99.75,2397,7.38,22454,69.13,25583,78.77,12508,38.51,13499,37.15,36893,524,14.20
4139,2019-2020,August,Rajasthan,133838,87264,65.20,93963,70.21,77090,82.04,73946,78.70,40859,43.48,87650,93.28,93560,99.57,68061,72.43,14832,11.11,134329,2282,16.99
4140,2019-2020,August,Sikkim,826,649,78.57,462,55.93,652,141.13,544,117.75,65,14.07,494,106.93,512,110.82,315,68.18,253,41.68,606,8,13.20
4141,2019-2020,August,Tamil Nadu,80991,74935,92.52,71587,88.39,70268,98.16,69112,96.54,13567,18.95,35561,49.68,77161,107.79,34419,48.08,36562,44.69,81836,533,6.51
4142,2019-2020,August,Telangana,57864,39457,68.19,54498,94.18,51040,93.65,54053,99.18,5531,10.15,62341,114.39,70904,130.10,25511,46.81,25584,47.27,55312,310,5.60
4143,2019-2020,August,Tripura,5730,3978,69.42,4105,71.64,4613,112.38,4228,103.00,389,9.48,1720,41.90,3155,76.86,179,4.36,1106,26.18,4398,73,16.60
4144,2019-2020,August,Uttarakhand,19575,13340,68.15,14207,72.58,15007,105.63,15551,109.46,2986,21.02,14660,103.19,14224,100.12,3156,22.21,1951,15.05,14653,199,13.58
4145,2019-2020,August,Uttar Pradesh,582264,335343,57.59,443137,76.11,407102,91.87,356018,80.34,122977,27.75,421598,95.14,563285,127.11,132562,29.91,28272,7.92,404356,4779,11.82
4146,2019-2020,August,West Bengal,110607,95646,86.47,116984,105.77,95817,81.91,104377,89.22,9999,8.55,87781,75.04,117239,100.22,92086,78.72,43347,36.84,119047,1742,14.63
4147,2019-2020,September,Andhra Pradesh,62774,51535,82.10,67979,108.29,59475,87.49,60106,88.42,6065,8.92,55300,81.35,68196,100.32,26219,38.57,23370,35.28,66809,666,9.97
4149,2019-2020,September,Arunachal Pradesh,2493,916,36.74,1099,44.08,1522,138.49,1211,110.19,327,29.75,928,84.44,1216,110.65,402,36.58,364,20.58,1936,17,8.78
4150,2019-2020,September,Assam,52692,45045,85.49,55675,105.66,50741,91.14,57297,102.91,4953,8.90,52801,94.84,54022,97.03,33825,60.75,11971,23.46,55371,1140,20.59
4151,2019-2020,September,Bihar,271995,183714,67.54,199041,73.18,141240,70.96,140601,70.64,92908,46.68,143231,71.96,215006,108.02,76100,38.23,3900,2.14,200506,2213,11.04
4152,2019-2020,September,Chandigarh,2847,1990,69.90,3372,118.44,2193,65.04,1766,52.37,369,10.94,3234,95.91,3231,95.82,1758,52.14,815,31.95,2526,62,24.54
